tconst,ordering,nconst,category,job,characters
tt0701295,10,nm0430781,writer,written by,
tt0701295,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Groundskeeper Willie""]"
tt0701295,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701295,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701295,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701295,5,nm0033741,director,,
tt0701295,6,nm0004981,writer,creator,
tt0701295,7,nm0000985,writer,creator,
tt0701295,8,nm0800376,writer,creator,
tt0701295,9,nm0643009,writer,written by,
tt0701296,10,nm0011504,producer,producer,
tt0701296,1,nm0144657,actor,,"[""Homer Simpson"",""Player"",""Barney Gumble""]"
tt0701296,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier""]"
tt0701296,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders"",""Nelson Muntz""]"
tt0701296,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701296,5,nm0259965,director,,
tt0701296,6,nm0004981,writer,creator,
tt0701296,7,nm0000985,writer,creator,
tt0701296,8,nm0800376,writer,creator,
tt0701296,9,nm0236421,writer,written by,
tt0701297,10,nm0303991,producer,producer,
tt0701297,1,nm0144657,actor,,"[""Homer Simpson"",""Gallagher""]"
tt0701297,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701297,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt0701297,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701297,5,nm0622048,director,,
tt0701297,6,nm0004981,writer,creator,
tt0701297,7,nm0000985,writer,creator,
tt0701297,8,nm0800376,writer,creator,
tt0701297,9,nm0236421,writer,written by,
tt0701298,10,nm0337286,writer,staff writer,
tt0701298,1,nm0144657,actor,,"[""Homer Simpson"",""Santa's Little Helper"",""Burns' Lawyer""]"
tt0701298,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701298,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Maggie Simpson""]"
tt0701298,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701298,5,nm0027214,director,,
tt0701298,6,nm0004981,writer,creator,
tt0701298,7,nm0000985,writer,creator,
tt0701298,8,nm0800376,writer,creator,
tt0701298,9,nm0841990,writer,written by,
tt0705892,10,nm0077468,composer,,
tt0705892,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Hankey""]"
tt0705892,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Male Interviewee #2""]"
tt0705892,3,nm0005002,actor,,"[""Chef""]"
tt0705892,4,nm0773791,actress,,"[""Mayor McDaniels"",""Sharon Marsh""]"
tt0705892,5,nm0063872,director,,
tt0705892,6,nm1871158,writer,staff writer,
tt0705892,7,nm0567143,writer,staff writer,
tt0705892,8,nm0683726,writer,staff writer,
tt0705892,9,nm0333536,writer,creator,
tt0705893,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705893,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705893,3,nm0063872,actor,,"[""Token Williams""]"
tt0705893,4,nm0551065,actress,,"[""1800's Woman #1""]"
tt0705893,5,nm0333536,writer,creator,
tt0705893,6,nm0013166,producer,producer,
tt0705893,7,nm0242390,composer,,
tt0705893,8,nm0630080,composer,,
tt0705893,9,nm1006522,editor,,
tt0705894,1,nm0074834,actress,,"[""Sharon Marsh"",""Mrs. Crabtree"",""Shelley Marsh""]"
tt0705894,2,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705894,3,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705894,4,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Pip Pirrup""]"
tt0705894,5,nm0333536,writer,creator,
tt0705894,6,nm1003839,writer,written by,
tt0705894,7,nm0307187,producer,producer,
tt0705894,8,nm0077468,composer,,
tt0705894,9,nm1131338,editor,,
tt0705895,10,nm0333536,writer,creator,
tt0705895,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Chris Stotch""]"
tt0705895,2,nm0001778,actor,,"[""Kyle Broflovski"",""Butters Stotch"",""Gerald Broflovski""]"
tt0705895,3,nm1866326,actress,,
tt0705895,4,nm1775404,actor,,"[""Ike Broflovski""]"
tt0705895,5,nm1871158,writer,staff writer,
tt0705895,6,nm0567143,writer,staff writer,
tt0705895,7,nm0680421,writer,staff writer,
tt0705895,8,nm1106214,writer,staff writer,
tt0705895,9,nm0848003,writer,staff writer,
tt0705896,10,nm0630080,composer,,
tt0705896,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Mackey""]"
tt0705896,2,nm0001778,actor,,"[""Kyle Broflovski"",""Butters Stotch"",""Craig""]"
tt0705896,3,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705896,4,nm0551065,actress,,"[""Millie""]"
tt0705896,5,nm1871158,writer,staff writer,
tt0705896,6,nm0567143,writer,staff writer,
tt0705896,7,nm0680421,writer,staff writer,
tt0705896,8,nm0848003,writer,staff writer,
tt0705896,9,nm0333536,writer,creator,
tt0705897,1,nm0074834,actress,,"[""Pet-Owner #1"",""Pet-Owner #2""]"
tt0705897,2,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Clyde""]"
tt0705897,3,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Pip Pirrup""]"
tt0705897,4,nm0005002,actor,,"[""Chef""]"
tt0705897,5,nm0333536,writer,creator,
tt0705897,6,nm1003839,writer,written by,
tt0705897,7,nm0307187,producer,producer,
tt0705897,8,nm0077468,composer,,
tt0705897,9,nm1131338,editor,,
tt0705898,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Mackey""]"
tt0705898,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Gerald Broflovski""]"
tt0705898,3,nm0551065,actress,,"[""Sheila Broflovski""]"
tt0705898,4,nm0773791,actress,,"[""Principal Victoria"",""Sharon Marsh"",""Liane Cartman""]"
tt0705898,5,nm0333536,writer,creator,
tt0705898,6,nm0013166,producer,producer,
tt0705898,7,nm0242390,composer,,
tt0705898,8,nm0630080,composer,,
tt0705898,9,nm0901113,editor,,
tt0705899,10,nm0848003,writer,staff writer,
tt0705899,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Chris Stotch""]"
tt0705899,2,nm0001778,actor,,"[""Butters Stotch"",""Journalist #1"",""Police Chief""]"
tt0705899,3,nm1007177,actor,,"[""Mr. Slave"",""Trucker""]"
tt0705899,4,nm0551065,actress,,"[""Linda Stotch""]"
tt0705899,5,nm0832833,director,,
tt0705899,6,nm1871158,writer,staff writer,
tt0705899,7,nm0567143,writer,staff writer,
tt0705899,8,nm0683726,writer,staff writer,
tt0705899,9,nm1106214,writer,staff writer,
tt0705900,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Doctor""]"
tt0705900,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Jeff Goldblum""]"
tt0705900,3,nm1866326,actress,,"[""Ike Broflovski""]"
tt0705900,4,nm0005002,actor,,"[""Chef""]"
tt0705900,5,nm0333536,writer,creator,
tt0705900,6,nm0630080,composer,,
tt0705900,7,nm0901113,editor,,
tt0705902,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Clyde""]"
tt0705902,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705902,3,nm0063872,actor,,"[""Token Black""]"
tt0705902,4,nm0829181,actress,,"[""Liane Cartman"",""Nurse #1"",""Nurse #2""]"
tt0705902,5,nm0333536,writer,creator,
tt0705902,6,nm0630080,composer,,
tt0705902,7,nm0901113,editor,,
tt0705903,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Narrator""]"
tt0705903,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Jimbo Kern""]"
tt0705903,3,nm0074834,actress,,"[""Liane Cartman"",""Mayor McDaniels"",""Casting Assistant""]"
tt0705903,4,nm2968071,actress,,
tt0705903,5,nm1871158,writer,written by,
tt0705903,6,nm0333536,writer,creator,
tt0705903,7,nm0077468,composer,,
tt0705903,8,nm0304694,editor,,
tt0705903,9,nm2452962,editor,,
tt0705904,10,nm2452962,editor,,
tt0705904,1,nm0074834,actress,,"[""Mrs. Crabtree"",""Liane Cartman"",""Sharon Marsh""]"
tt0705904,2,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Mackey""]"
tt0705904,3,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Man at Barn Dance""]"
tt0705904,4,nm0005002,actor,,"[""Chef""]"
tt0705904,5,nm0333536,writer,creator,
tt0705904,6,nm1871158,writer,written by,
tt0705904,7,nm0103702,writer,consultant writer,
tt0705904,8,nm0077468,composer,,
tt0705904,9,nm0304694,editor,,
tt0705905,10,nm0077468,composer,,
tt0705905,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Mackey""]"
tt0705905,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705905,3,nm0220635,actress,,
tt0705905,4,nm0773791,actress,,"[""Girl"",""Liane Cartman"",""Mother #1""]"
tt0705905,5,nm0832833,director,,
tt0705905,6,nm1871158,writer,staff writer,
tt0705905,7,nm0567143,writer,staff writer,
tt0705905,8,nm0683726,writer,staff writer,
tt0705905,9,nm0333536,writer,creator,
tt0705906,10,nm0630080,composer,,
tt0705906,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Uncle Stinky""]"
tt0705906,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Priest""]"
tt0705906,3,nm0551065,actress,,"[""Sheila Broflovski""]"
tt0705906,4,nm1865151,actor,,"[""Mr. Poon""]"
tt0705906,5,nm1871158,writer,staff writer,
tt0705906,6,nm0567143,writer,staff writer,
tt0705906,7,nm0683726,writer,staff writer,
tt0705906,8,nm1106214,writer,staff writer,
tt0705906,9,nm0333536,writer,creator,
tt0705907,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705907,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Gerald Broflovski""]"
tt0705907,3,nm0074834,actress,,"[""Sheila Broflovski"",""Mrs. Crabtree"",""Mayor McDaniels""]"
tt0705907,4,nm0910383,actress,,"[""Alanis Morissette""]"
tt0705907,5,nm1871158,writer,staff writer,
tt0705907,6,nm0683726,writer,staff writer,
tt0705907,7,nm0333536,writer,creator,
tt0705907,8,nm0077468,composer,,
tt0705907,9,nm0901113,editor,,
tt0705908,10,nm0077468,composer,,
tt0705908,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Ned Gerblanski""]"
tt0705908,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Jimbo Kern""]"
tt0705908,3,nm0773791,actress,,"[""Mayor McDaniels"",""Wendy Testaburger"",""Principal Victoria""]"
tt0705908,4,nm0397938,actor,,"[""Mr. Wyland""]"
tt0705908,5,nm0832833,director,,
tt0705908,6,nm1871158,writer,staff writer,
tt0705908,7,nm0567143,writer,staff writer,
tt0705908,8,nm0683726,writer,staff writer,
tt0705908,9,nm0333536,writer,creator,
tt0705909,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Robert Redford""]"
tt0705909,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Flag Man""]"
tt0705909,3,nm0074834,actress,,"[""Wendy Testaburger"",""Mayor McDaniels"",""Film Festival Attendee #5""]"
tt0705909,4,nm0910383,actress,,"[""Phyllis""]"
tt0705909,5,nm0683726,writer,written by,
tt0705909,6,nm1871158,writer,staff writer,
tt0705909,7,nm0333536,writer,creator,
tt0705909,8,nm0077468,composer,,
tt0705910,10,nm0514208,editor,,
tt0705910,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""School Board Member #1""]"
tt0705910,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705910,3,nm0773791,actress,,"[""Wendy Testaburger"",""Principal Victoria"",""Sharon Marsh""]"
tt0705910,4,nm0220635,actress,,"[""Miss Information""]"
tt0705910,5,nm1871158,writer,staff writer,
tt0705910,6,nm0567143,writer,staff writer,
tt0705910,7,nm0683726,writer,staff writer,
tt0705910,8,nm0333536,writer,creator,
tt0705910,9,nm0077468,composer,,
tt0705911,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705911,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Police Radio Voice""]"
tt0705911,3,nm0074834,actress,,"[""Mayor McDaniels"",""Carol McCormick""]"
tt0705911,4,nm0397990,actress,,
tt0705911,5,nm1871158,writer,written by,
tt0705911,6,nm0333536,writer,creator,
tt0705911,7,nm0077468,composer,,
tt0705911,8,nm0304694,editor,,
tt0705911,9,nm2452962,editor,,
tt0705912,10,nm0077468,composer,,
tt0705912,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Chinpokomon Announcer""]"
tt0705912,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Chinpokomon Character""]"
tt0705912,3,nm0074834,actress,,"[""Liane Cartman"",""Sharon Marsh"",""Shelia Broflovski""]"
tt0705912,4,nm1863866,actress,,"[""Ike Broflovski""]"
tt0705912,5,nm0832833,director,,
tt0705912,6,nm1871158,writer,staff writer,
tt0705912,7,nm0567143,writer,staff writer,
tt0705912,8,nm0683726,writer,staff writer,
tt0705912,9,nm0333536,writer,creator,
tt0705913,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt0705913,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705913,3,nm0063872,actor,,"[""Token Williams""]"
tt0705913,4,nm0551065,actress,,"[""Sheila Broflovski"",""Bible Saleswoman"",""Old Woman""]"
tt0705913,5,nm0333536,writer,creator,
tt0705913,6,nm0630080,composer,,
tt0705913,7,nm1006522,editor,,
tt0705914,10,nm0901113,editor,,
tt0705914,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Hiker #1""]"
tt0705914,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Red Shirt""]"
tt0705914,3,nm0074834,actress,,"[""Mrs. Crabtree"",""Liane Cartman"",""Sharon Marsh""]"
tt0705914,4,nm0397938,actor,,
tt0705914,5,nm0683726,writer,written by,
tt0705914,6,nm1871158,writer,staff writer,
tt0705914,7,nm0333536,writer,creator,
tt0705914,8,nm0077468,composer,,
tt0705914,9,nm0304694,editor,,
tt0705915,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Phillip""]"
tt0705915,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Terrance""]"
tt0705915,3,nm0074834,actress,,"[""Wendy Testaburger"",""Sharon Marsh"",""Liane Cartman""]"
tt0705915,4,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705915,5,nm0683726,writer,written by,
tt0705915,6,nm1871158,writer,staff writer,
tt0705915,7,nm0333536,writer,creator,
tt0705915,8,nm0077468,composer,,
tt0705915,9,nm0901113,editor,,
tt0705916,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Clyde""]"
tt0705916,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Pip Pirrup""]"
tt0705916,3,nm0074834,actress,,"[""Nurse Gollum"",""Sheila Broflovski"",""Sharon Marsh""]"
tt0705916,4,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705916,5,nm1871158,writer,written by,
tt0705916,6,nm0683726,writer,staff writer,
tt0705916,7,nm0333536,writer,creator,
tt0705916,8,nm0077468,composer,,
tt0705917,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Bob""]"
tt0705917,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Tom""]"
tt0705917,3,nm0074834,actress,,"[""Mary"",""Mayor McDaniels"",""Sheila Broflovski""]"
tt0705917,4,nm0045379,actor,,"[""Announcer""]"
tt0705917,5,nm1871158,writer,written by,
tt0705917,6,nm0683726,writer,staff writer,
tt0705917,7,nm0333536,writer,creator,
tt0705917,8,nm0077468,composer,,
tt0705918,10,nm1006522,editor,,
tt0705918,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt0705918,2,nm0001778,actor,,"[""Kenny McCormick"",""Butters Stotch"",""Stuart McCormick""]"
tt0705918,3,nm0551065,actress,,"[""Sheila Broflovski""]"
tt0705918,4,nm0773791,actress,,"[""Sharon Marsh"",""Susan"",""Gloria Allred""]"
tt0705918,5,nm1871158,writer,staff writer,
tt0705918,6,nm0567143,writer,staff writer,
tt0705918,7,nm0683726,writer,staff writer,
tt0705918,8,nm0333536,writer,creator,
tt0705918,9,nm0630080,composer,,
tt0705919,10,nm1003839,writer,staff writer,
tt0705919,1,nm0074834,actress,,"[""Onlooker"",""Liane Cartman""]"
tt0705919,2,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705919,3,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705919,4,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Phillip 'Pip' Pirrup""]"
tt0705919,5,nm0333536,writer,creator,
tt0705919,6,nm0689844,writer,additional material written by,
tt0705919,7,nm1871158,writer,staff writer,
tt0705919,8,nm0823255,writer,staff writer,
tt0705919,9,nm0095931,writer,staff writer,
tt0705920,10,nm2452962,editor,,
tt0705920,1,nm0074834,actress,,"[""Sharon Marsh"",""Shelly Marsh"",""Sheila Broflovski""]"
tt0705920,2,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705920,3,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt0705920,4,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Terrance""]"
tt0705920,5,nm0333536,writer,creator,
tt0705920,6,nm1003839,writer,staff writer,
tt0705920,7,nm0307187,producer,producer,
tt0705920,8,nm0077468,composer,,
tt0705920,9,nm1131338,editor,,
tt0705921,10,nm1660582,editor,editor: High Defenition Project,
tt0705921,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Priest""]"
tt0705921,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Priest Maxi""]"
tt0705921,3,nm1863866,actress,,"[""Ike Broflovski""]"
tt0705921,4,nm0045379,actor,,"[""Chris""]"
tt0705921,5,nm1871158,writer,staff writer,
tt0705921,6,nm0567143,writer,staff writer,
tt0705921,7,nm0683726,writer,staff writer,
tt0705921,8,nm0333536,writer,creator,
tt0705921,9,nm0077468,composer,,
tt0705922,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705922,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt0705922,3,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705922,4,nm0829181,actress,,"[""Mandy"",""Wendy Testaburger"",""Sharon Marsh""]"
tt0705922,5,nm0333536,writer,creator,
tt0705922,6,nm0013166,producer,producer,
tt0705922,7,nm0630080,composer,,
tt0705922,8,nm1006522,editor,,
tt0705923,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Mackey""]"
tt0705923,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Make Your Own Video Clerk""]"
tt0705923,3,nm1007177,actor,,"[""Mr. Slave""]"
tt0705923,4,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705923,5,nm0333536,writer,creator,
tt0705923,6,nm0630080,composer,,
tt0705923,7,nm1006522,editor,,
tt0705923,8,nm0901113,editor,,
tt0705924,10,nm1006522,editor,,
tt0705924,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Ms. Choksondik""]"
tt0705924,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705924,3,nm0005002,actor,,"[""Chef""]"
tt0705924,4,nm0773791,actress,,"[""Wendy Testaburger"",""Liane Cartman"",""Principal Victoria""]"
tt0705924,5,nm1871158,writer,staff writer,
tt0705924,6,nm0567143,writer,staff writer,
tt0705924,7,nm0683726,writer,staff writer,
tt0705924,8,nm0333536,writer,creator,
tt0705924,9,nm0077468,composer,,
tt0705925,10,nm1006522,editor,,
tt0705925,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mrs. Garrison""]"
tt0705925,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Big Gay Al""]"
tt0705925,3,nm0397990,actress,,"[""Bebe Stevens""]"
tt0705925,4,nm0453996,actor,,"[""Jakarta""]"
tt0705925,5,nm0333536,writer,creator,
tt0705925,6,nm0004192,writer,staff writer,
tt0705925,7,nm0013166,producer,producer,
tt0705925,8,nm0242390,composer,,
tt0705925,9,nm0630080,composer,,
tt0705926,10,nm0333536,writer,creator,
tt0705926,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Maury Povich Announcer""]"
tt0705926,2,nm0001778,actor,,"[""Kyle Broflovski"",""Butters Stotch"",""Nerd #2""]"
tt0705926,3,nm1361758,actress,,"[""Vanity""]"
tt0705926,4,nm0551065,actress,,"[""Linda Stotch"",""Joline""]"
tt0705926,5,nm1871158,writer,staff writer,
tt0705926,6,nm0567143,writer,staff writer,
tt0705926,7,nm0680421,writer,staff writer,
tt0705926,8,nm1106214,writer,staff writer,
tt0705926,9,nm0848003,writer,staff writer,
tt0705927,10,nm0304694,editor,,
tt0705927,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt0705927,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Tweek""]"
tt0705927,3,nm0074834,actress,,"[""Mrs. Tweek"",""Committee Woman #1"",""Committee Woman #2""]"
tt0705927,4,nm0397990,actress,,
tt0705927,5,nm0103702,writer,written by,
tt0705927,6,nm1871158,writer,staff writer,
tt0705927,7,nm0683726,writer,staff writer,
tt0705927,8,nm0333536,writer,creator,
tt0705927,9,nm0077468,composer,,
tt0705928,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Roger""]"
tt0705928,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Craig""]"
tt0705928,3,nm0063872,actor,,"[""Token Williams""]"
tt0705928,4,nm0829181,actress,,"[""Nurse"",""Becky"",""Mayor McDaniels""]"
tt0705928,5,nm0333536,writer,creator,
tt0705928,6,nm0013166,producer,producer,
tt0705928,7,nm0242390,composer,,
tt0705928,8,nm0630080,composer,,
tt0705928,9,nm1006522,editor,,
tt0705929,10,nm0002042,writer,"novel ""Great Expectations""",
tt0705929,1,nm0000532,actor,,"[""A British Person""]"
tt0705929,2,nm0005295,actor,,"[""Abel Magwitch"",""Mrs. Joe"",""Miss Havisham""]"
tt0705929,3,nm0001778,actor,,"[""Pip Pirrup""]"
tt0705929,4,nm0005002,actor,,"[""Chef""]"
tt0705929,5,nm0832833,director,,
tt0705929,6,nm1871158,writer,staff writer,
tt0705929,7,nm0567143,writer,staff writer,
tt0705929,8,nm0683726,writer,staff writer,
tt0705929,9,nm0333536,writer,creator,
tt0705930,10,nm1660582,editor,editor: High Defenition Project,
tt0705930,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Timmy""]"
tt0705930,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt0705930,3,nm0005002,actor,,"[""Chef""]"
tt0705930,4,nm1678505,actor,,"[""Kevin"",""Ike Broflovski"",""First Graders""]"
tt0705930,5,nm1871158,writer,staff writer,
tt0705930,6,nm0567143,writer,staff writer,
tt0705930,7,nm0683726,writer,staff writer,
tt0705930,8,nm0333536,writer,creator,
tt0705930,9,nm0077468,composer,,
